"Date","first_purchase_os_name","totalOS"
"2013-09-12","Android 4.x Mobile",5
"2015-01-09","iOS (iPad)",5
"2016-11-12","iOS 9 (iPhone)",5
"2017-11-04","Windows Vista",5
"2019-06-21","Windows Vista",5
"2018-10-11","Windows XP",5
"2013-03-10","Linux",5
"2014-12-07","Android 4.x Mobile",5
"2013-07-25","iOS 6 (iPad)",5
"2014-06-20","Android 4.x Mobile",5
"2017-02-28","iOS 9 (iPad)",5
"2015-08-25","iOS 7 (iPad)",5
"2015-11-03","Android 4.x Tablet",5
"2014-02-09","iOS 7 (iPhone)",5
"2016-04-09","Android 4.x Tablet",5
"2016-04-04","Android 4.x Tablet",5
"2015-10-10","iOS 8 (iPad)",5
"2018-10-11","Windows Vista",5
"2021-03-02","unknown",5
"2018-02-14","Android 4.x Mobile",5
"2014-12-28","Mac OS X (iPhone)",5
"2013-10-01","iOS 6 (iPhone)",5
"2015-11-06","iOS 8 (iPad)",5
"2018-09-08","Windows Vista",5
"2014-11-29","Android 4.x Mobile",5
"2015-04-27","iOS 7 (iPad)",5
"2014-09-15","Android 4.x Mobile",5
"2016-01-01","Android 4.x Tablet",5
"2013-08-21","unknown",5
"2021-11-27","Windows 8",5
"2013-09-21","Android 4.x Tablet",5
"2016-02-03","Android 4.x Mobile",5
"2020-10-22","Mac OS",5
"2016-02-04","iOS 8 (iPad)",5
"2021-01-07","Windows",5
"2017-10-08","iOS 9 (iPad)",5
"2014-08-25","Android 4.x Tablet",5
"2015-04-29","iOS (iPad)",5
"2018-03-06","iOS 9 (iPad)",5
"2020-11-12","Windows",5
"2016-01-24","Linux",5
"2019-01-14","Windows Vista",5
"2013-02-05","iOS 5 (iPad)",5
"2015-06-17","iOS 7 (iPad)",5
"2018-12-21","Windows 8",5
"2015-06-18","Android 4.x Mobile",5
"2016-02-01","iOS 8 (iPad)",5
"2015-05-20","Android 4.x Mobile",5
"2017-05-04","iOS 9 (iPad)",5
"2020-10-11","Windows 8",5
"2014-04-12","Android 4.x Mobile",5
"2017-09-02","Windows Vista",5
"2015-10-22","Android",5
"2019-02-20","Windows Vista",5
"2018-02-15","iOS 9 (iPhone)",5
"2021-08-16","iOS (iPad)",5
"2015-01-13","iOS (iPad)",5
"2016-08-01","iOS 8 (iPad)",5
"2013-11-24","iOS 7 (iPhone)",5
"2014-07-30","Android 4.x Mobile",5
"2016-08-08","iOS 8 (iPad)",5
"2013-12-10","Chrome OS",5
"2021-04-25","Windows",5
"2016-02-05","Android 4.x Mobile",5
"2012-11-15","Linux",5
"2015-08-30","iOS 7 (iPad)",5
"2018-07-29","Windows XP",5
"2016-03-17","iOS 8 (iPad)",5
"2014-10-12","iOS 7 (iPad)",5
"2015-05-28","Windows",5
"2013-02-22","iOS 6 (iPhone)",5
"2014-11-12","iOS (iPad)",5
"2015-05-28","Android 4.x Mobile",5
"2012-10-30","iOS 5 (iPad)",5
"2017-02-23","iOS 9 (iPad)",5
"2016-01-05","iOS 8 (iPad)",5
"2014-07-12","Linux",5
"2013-02-21","Linux",5
"2015-05-11","Android 4.x Mobile",5
"2018-08-07","Windows Vista",5
"2013-12-31","iOS 7 (iPhone)",5
"2017-04-21","Android 4.x Mobile",5
"2014-04-24","iOS 7 (iPhone)",5
"2014-03-24","iOS 6 (iPad)",5
"2012-11-08","iOS 6 (iPad)",5
"2017-01-13","iOS 9 (iPad)",5
"2017-06-20","Android 4.x Mobile",5
"2019-02-22","Windows Vista",5
"2013-11-16","Linux",5
"2017-04-04","iOS 9 (iPad)",5
"2018-02-28","iOS 9 (iPad)",5
"2020-08-01","iOS (iPad)",5
"2019-06-12","Windows Vista",5
"2015-03-26","iOS 7 (iPad)",5
"2021-10-16","iOS (iPad)",5
"2020-09-03","unknown",5
"2021-12-03","Windows 8",5
"2014-11-04","Android 4.x Tablet",5
"2017-04-24","iOS 9 (iPad)",5
"2019-10-27","iOS (iPad)",5
"2014-12-14","iOS 7 (iPad)",5
"2013-01-15","iOS 6 (iPad)",5
"2021-02-18","Windows",5
"2015-02-26","Windows",5
"2015-02-20","Mac OS X (iPhone)",5
"2015-02-11","Mac OS X (iPhone)",5
"2013-05-13","Android 4.x Mobile",5
"2021-01-28","unknown",5
"2018-03-14","iOS 9 (iPad)",5
"2014-05-23","Android 4.x Mobile",5
"2017-06-18","iOS 9 (iPhone)",5
"2015-02-15","Mac OS X (iPhone)",5
"2020-08-29","iOS (iPad)",5
"2013-09-18","Linux",5
"2019-05-31","Windows Vista",5
"2021-01-29","Windows",5
"2017-06-24","Windows Vista",5
"2013-01-09","Linux",5
"2013-07-05","Linux",5
"2019-01-03","Windows XP",5
"2013-06-23","iOS 6 (iPad)",5
"2013-02-24","iOS 6 (iPad)",5
"2016-06-16","iOS 8 (iPad)",5
"2015-08-05","Android 4.x Tablet",5
"2015-04-09","Android 4.x Tablet",5
"2014-11-01","Android 4.x Tablet",5
"2013-08-06","Android 4.x Mobile",5
"2013-09-12","iOS 6 (iPhone)",5
"2016-02-14","iOS 7 (iPad)",5
"2021-05-05","Windows",5
"2020-11-24","Windows",5
"2015-10-15","Android 4.x Tablet",5
"2019-01-10","Windows Vista",5
"2015-07-10","Windows 10",5
"2013-05-03","Linux",5
"2015-05-20","iOS (iPad)",5
"2018-03-31","Windows XP",5
"2013-04-26","Linux",5
"2017-09-17","Windows XP",5
"2019-12-28","Windows 8",5
"2013-09-28","Android 4.x Mobile",5
"2013-08-25","Linux",5
"2021-12-23","Windows 8",5
"2015-10-15","unknown",5
"2021-03-21","Windows 8",5
"2015-11-12","iOS 8 (iPad)",5
"2017-09-14","iOS 9 (iPhone)",5
"2021-04-11","Windows 8",5
"2015-06-27","iOS (iPad)",5
"2013-01-31","iOS 6 (iPad)",5
"2014-12-04","Android 4.x Mobile",5
"2020-02-07","iOS (iPad)",5
"2021-10-09","Windows 8",5
"2016-02-15","Android 4.x Tablet",5
"2018-03-22","Windows Vista",5
"2013-09-27","Android 4.x Tablet",5
"2015-08-18","Android 4.x Mobile",5
"2016-10-09","iOS 9 (iPad)",5
"2016-10-02","iOS 9 (iPhone)",5
"2014-11-01","iOS 7 (iPad)",5
"2013-10-07","Linux",5
"2013-07-14","iOS 6 (iPad)",5
"2021-01-23","unknown",5
"2016-05-23","unknown",5
"2019-04-06","Windows XP",5
"2015-05-27","Android 4.x Mobile",5
"2019-02-24","Windows XP",5
"2019-12-10","Windows XP",5
"2016-09-22","Android 4.x Tablet",5
"2021-03-28","unknown",5
"2019-05-02","Windows Vista",5
"2016-11-28","Android 4.x Mobile",5
"2014-10-09","iOS 7 (iPhone)",5
"2015-03-26","iOS 7 (iPhone)",5
"2013-03-23","Linux",5
"2013-08-29","iOS 6 (iPhone)",5
"2012-12-17","iOS 6 (iPad)",5
"2015-01-04","iOS 7 (iPad)",5
"2015-04-20","Windows",5
"2013-05-04","iOS 6 (iPad)",5
"2014-10-23","iOS 7 (iPhone)",5
"2015-04-13","iOS 7 (iPad)",5
"2018-11-05","Windows Vista",5
"2018-04-29","Windows XP",5
"2017-12-25","iOS (iPad)",5
"2013-11-28","Android 4.x Mobile",5
"2015-08-25","Android 4.x Mobile",5
"2015-03-20","Windows",5
"2014-06-08","Linux",5
"2017-02-06","iOS 9 (iPhone)",5
"2015-10-18","iOS (iPad)",5
"2021-02-20","iOS (iPad)",5
"2019-01-27","Windows XP",5
"2020-02-11","Windows Vista",5
"2021-02-15","unknown",5
"2016-10-09","iOS (iPad)",5
"2012-11-05","iOS 6 (iPad)",5
"2014-04-05","iOS 7 (iPhone)",5
"2015-01-10","Mac OS X (iPhone)",5
"2015-05-01","iOS (iPad)",5
"2014-03-26","iOS 7 (iPhone)",5
"2015-04-09","iOS (iPad)",5
"2014-02-21","Android 4.x Mobile",5
"2018-10-20","Windows XP",5
"2020-02-09","Windows 8",5
"2015-11-02","Android 4.x Mobile",5
"2017-08-24","iOS 9 (iPad)",5
"2015-12-14","Android",5
"2013-08-28","Android 4.x Mobile",5
"2017-01-25","iOS 9 (iPad)",5
"2014-06-13","iOS 7 (iPhone)",5
"2015-08-04","Android 4.x Tablet",5
"2015-02-14","Android",5
"2017-02-11","iOS 9 (iPhone)",5
"2015-07-06","Android 4.x Tablet",5
"2015-11-01","iOS 8 (iPad)",5
"2016-12-25","Mac OS X (iPhone)",5
"2019-10-04","Android 1.x",5
"2015-10-16","iOS (iPad)",5
"2017-06-04","iOS (iPad)",5
"2014-11-08","Android 4.x Tablet",5
"2017-01-10","iOS 9 (iPad)",5
"2013-12-25","Linux",5
"2016-11-12","iOS (iPad)",5
"2017-05-30","iOS 9 (iPad)",5
"2013-06-11","Linux",5
"2015-08-09","iOS 8 (iPad)",5
"2015-01-19","iOS 7 (iPad)",5
"2015-12-02","Android",5
"2014-06-24","iOS 7 (iPhone)",5
"2014-05-14","iOS 7 (iPhone)",5
"2015-02-03","Windows",5
"2016-06-05","unknown",5
"2020-11-18","Mac OS",5
"2015-01-03","Android 4.x Mobile",5
"2015-06-02","Android 4.x Tablet",5
"2018-12-13","Windows XP",5
"2016-12-26","iOS 9 (iPad)",5
"2013-06-05","Linux",5
"2016-01-27","unknown",5
"2015-05-22","Android 4.x Tablet",5
"2020-09-02","unknown",5
"2016-01-26","iOS 8 (iPad)",5
"2014-01-25","iOS 7 (iPhone)",5
"2015-02-20","iOS 7 (iPad)",5
"2014-10-07","iOS 7 (iPhone)",5
"2014-05-03","iOS 7 (iPhone)",5
"2017-07-23","Linux",5
"2016-02-22","unknown",5
"2020-10-25","unknown",5
"2021-06-21","Windows 8",5
"2019-11-14","Android 1.x",5
"2020-12-17","unknown",5
"2015-10-04","Android",5
"2013-03-09","iOS 6 (iPad)",5
"2019-01-13","Windows XP",5
"2015-03-30","iOS (iPad)",5
"2018-08-06","Windows Vista",5
"2018-12-02","Windows Vista",5
"2016-11-26","iOS 9 (iPhone)",5
"2015-05-12","Android 4.x Tablet",5
"2018-08-18","Windows Vista",5
"2016-02-28","unknown",5
"2013-07-25","iOS 5 (iPad)",5
"2013-10-19","Android 4.x Mobile",5
"2017-01-31","iOS 9 (iPad)",5
"2015-10-07","Mac OS X (iPhone)",5
"2015-04-15","Windows",5
"2014-12-23","Android 4.x Mobile",5
"2015-04-21","iOS (iPad)",5
"2014-11-24","Mac OS X (iPhone)",5
"2015-04-30","Android",5
"2017-02-12","Android 4.x Tablet",5
"2017-02-16","Android 4.x Mobile",5
"2014-05-03","Android 4.x Mobile",5
"2013-05-26","Linux",5
"2015-01-19","Android 4.x Tablet",5
"2013-10-20","Android 4.x Mobile",5
"2016-03-23","Android 4.x Mobile",5
"2019-11-25","Android 1.x",5
"2015-12-31","Android 4.x Tablet",5
"2019-06-17","Windows Vista",5
"2014-11-17","iOS (iPad)",5
"2013-06-21","iOS 6 (iPhone)",5
"2015-05-13","Windows",5
"2014-12-08","iOS 7 (iPhone)",5
"2020-09-28","unknown",5
"2012-10-30","iOS 6 (iPad)",5
"2019-04-15","Windows Vista",5
"2015-03-17","iOS (iPad)",5
"2013-10-26","iOS 6 (iPad)",5
"2013-12-29","iOS 6 (iPad)",5
"2012-12-21","Android",5
"2012-12-11","iOS 6 (iPad)",5
"2019-03-08","Windows Vista",5
"2016-10-27","iOS 8 (iPad)",5
"2017-06-20","Android 4.x Tablet",5
"2015-03-16","Android 4.x Tablet",5
"2013-01-16","Linux",5
"2014-01-13","iOS 7 (iPhone)",5
"2017-01-24","iOS 9 (iPad)",5
"2015-10-26","unknown",5
"2012-12-29","Linux",5
"2017-03-15","iOS 9 (iPad)",5
"2017-02-12","iOS 9 (iPad)",5
"2020-09-23","unknown",5
"2015-08-01","iOS 8 (iPhone)",5
"2013-10-11","Windows 8.1",5
"2019-07-04","Windows Vista",5
"2019-06-10","Windows Vista",5
"2020-11-21","Mac OS",5
"2019-06-27","Windows Vista",5
"2016-03-08","unknown",5
"2014-08-13","iOS 6 (iPad)",5
"2013-10-18","iOS 6 (iPhone)",5
"2019-04-21","Linux",5
"2015-10-07","Android 4.x Mobile",5
"2021-11-26","iOS (iPad)",5
"2021-10-03","Windows 8",5
"2014-10-24","iOS 7 (iPad)",5
"2013-11-11","Android 4.x Mobile",5
"2016-06-19","Android 4.x Mobile",5
"2015-11-27","Android 4.x Tablet",5
"2017-03-02","iOS 9 (iPad)",5
"2015-07-12","iOS 7 (iPad)",5
"2016-04-11","Android 4.x Mobile",5
"2014-06-10","iOS 7 (iPhone)",5
"2021-02-26","unknown",5
"2017-06-24","Android 4.x Tablet",5
"2013-05-10","Linux",5
"2021-11-09","iOS (iPad)",5
"2013-03-22","iOS 6 (iPad)",5
"2021-05-29","Windows 8",5
"2014-10-31","iOS (iPad)",5
"2013-04-05","iOS 6 (iPhone)",5
"2019-05-16","Windows Vista",5
"2015-02-13","Android",5
"2015-05-12","Windows",5
"2015-02-18","Android 4.x Mobile",5
"2016-02-29","unknown",5
"2021-06-06","Windows 8",5
"2013-05-06","iOS 6 (iPad)",5
"2017-07-30","Android 4.x Tablet",5
"2015-10-11","iOS (iPad)",5
"2017-01-03","iOS 9 (iPad)",5
"2018-07-14","Windows XP",5
"2021-02-20","unknown",5
"2016-01-21","iOS 8 (iPad)",5
"2012-12-22","Android",5
"2016-01-29","iOS 8 (iPad)",5
"2015-04-22","iOS (iPad)",5
"2015-04-01","iOS 7 (iPhone)",5
"2013-10-29","iOS 6 (iPad)",5
"2015-05-04","iOS 7 (iPad)",5
"2017-06-05","iOS 9 (iPad)",5
"2020-03-06","Windows XP",5
"2016-09-07","Android 4.x Tablet",5
"2017-12-16","iOS (iPad)",5
"2015-02-15","Android 4.x Tablet",5
"2016-05-30","iOS 8 (iPhone)",5
"2018-06-06","iOS 9 (iPad)",5
"2014-09-07","Android 4.x Mobile",5
"2016-12-20","Android 4.x Mobile",5
"2021-03-19","unknown",5
"2018-02-04","Windows Vista",5
"2018-12-06","Windows Vista",5
"2013-07-01","Android 4.x Mobile",5
"2013-10-12","iOS 6 (iPad)",5
"2013-01-14","Linux",5
"2016-02-05","iOS 7 (iPad)",5
"2012-11-07","iOS 6 (iPad)",5
"2015-09-16","iOS 8 (iPhone)",5
"2013-09-18","Android 4.x Mobile",5
"2014-11-23","iOS 7 (iPad)",5
"2014-10-29","iOS 6 (iPad)",5
"2014-03-20","iOS 7 (iPhone)",5
"2017-08-13","iOS (iPad)",5
"2015-09-17","iOS (iPad)",5
"2014-02-28","Android 4.x Tablet",5
"2019-11-05","Android 1.x",5
"2020-09-25","iOS (iPad)",5
"2013-12-19","Android 4.x Mobile",5
"2015-07-31","iOS 7 (iPad)",5
"2017-06-07","iOS 9 (iPad)",5
"2014-10-25","Android 4.x Tablet",5
"2017-03-25","iOS 9 (iPad)",5
"2017-11-18","Windows XP",5
"2013-11-02","iOS 6 (iPhone)",5
"2018-04-07","Windows XP",5
"2018-11-16","Windows XP",5
"2017-12-21","Android 4.x Tablet",5
"2020-11-11","unknown",5
"2015-12-29","Android 4.x Mobile",5
"2016-10-17","Android 4.x Mobile",5
"2014-03-07","Android 4.x Mobile",5
"2013-08-30","Linux",5
"2015-12-05","Android 4.x Mobile",5
"2014-03-04","Android 4.x Mobile",5
"2015-05-03","Windows",5
"2016-03-31","Android 4.x Mobile",5
"2013-12-12","iOS 7 (iPhone)",5
"2014-04-15","Android 4.x Mobile",5
"2016-01-29","Android 4.x Mobile",5
"2019-05-02","Windows XP",5
"2021-04-16","unknown",5
"2013-12-07","iOS 7 (iPhone)",5
"2016-04-15","iOS 8 (iPad)",5
"2021-02-04","unknown",5
"2015-08-18","Android",5
"2013-04-24","Android 4.x Tablet",5
"2016-08-02","Android 4.x Mobile",5
"2016-06-19","iOS 8 (iPad)",5
"2015-02-04","iOS 7 (iPad)",5
"2015-09-28","iOS 8 (iPhone)",5
"2018-10-28","Windows XP",5
"2015-01-21","iOS 7 (iPad)",5
"2021-01-22","unknown",5
"2013-05-23","unknown",5
"2014-10-19","iOS 7 (iPad)",5
"2018-11-07","Windows Vista",5
"2016-04-12","unknown",5
"2018-11-30","Windows Vista",5
"2014-10-23","iOS 7 (iPad)",5
"2014-02-03","iOS 6 (iPad)",5
"2020-11-02","Windows",5
"2016-11-26","iOS 9 (iPad)",5
"2014-11-28","iOS (iPad)",5
"2015-03-12","iOS 7 (iPad)",5
"2021-01-03","Windows",5
"2016-03-22","Android 4.x Tablet",5
"2020-10-21","unknown",5
"2015-04-16","Android 4.x Mobile",5
"2015-02-28","iOS 7 (iPad)",5
"2015-12-19","iOS (iPad)",5
"2015-05-13","Mac OS X (iPhone)",5
"2014-09-13","Android 4.x Mobile",5
"2017-07-02","Linux",5
"2016-05-03","Android 4.x Mobile",5
"2015-09-06","Android",5
"2021-03-12","unknown",5
"2016-11-19","Mac OS X (iPhone)",5
"2015-05-08","Android 4.x Tablet",5
"2014-11-23","Android 4.x Mobile",5
"2014-06-28","Android 4.x Tablet",5
"2016-03-20","Mac OS X (iPhone)",5
"2013-07-28","iOS 6 (iPad)",5
"2021-07-24","Windows 8",5
"2017-02-24","iOS 9 (iPad)",5
"2014-07-27","Android 4.x Tablet",5
"2013-05-06","iOS 6 (iPhone)",5
"2015-10-26","iOS 7 (iPad)",5
"2013-09-23","Android 4.x Mobile",5
"2015-11-11","Android",5
"2017-09-14","Android 4.x Mobile",5
"2020-11-29","Windows 8",5
"2020-02-14","Windows XP",5
"2015-02-25","iOS 7 (iPad)",5
"2021-09-12","Windows 8",5
"2020-06-20","Windows 8",5
"2014-02-07","iOS 7 (iPhone)",5
"2021-01-02","Windows",5
"2017-03-07","iOS 9 (iPad)",5
"2018-05-23","iOS 9 (iPad)",5
"2017-11-02","iOS 9 (iPhone)",5
"2015-01-12","Android 4.x Tablet",5
"2014-09-18","iOS 7 (iPhone)",5
"2013-02-23","iOS 6 (iPad)",5
"2015-07-06","iOS (iPad)",5
"2015-04-26","iOS 7 (iPad)",5
"2015-03-25","Windows",5
"2019-10-07","Android 1.x",5
"2016-10-12","Android 4.x Mobile",5
"2021-02-05","iOS (iPad)",5
"2021-03-19","Windows 8",5
"2013-10-01","iOS 6 (iPad)",5
"2020-01-08","Windows XP",5
"2019-04-16","Windows Vista",5
"2017-05-27","iOS 9 (iPad)",5
"2016-11-09","iOS 9 (iPad)",5
"2014-01-06","Android 4.x Mobile",5
"2015-06-03","iOS 7 (iPad)",5
"2015-06-09","iOS 7 (iPad)",5
"2014-08-19","Android 4.x Mobile",5
"2016-09-16","iOS 8 (iPad)",5
"2017-02-20","iOS 9 (iPhone)",5
"2019-05-01","Windows XP",5
"2013-09-08","iOS 6 (iPad)",5
"2020-12-16","Mac OS",5
"2013-05-31","iOS 6 (iPad)",5
"2015-05-06","Mac OS X (iPhone)",5
"2016-01-18","iOS (iPad)",5
"2017-10-22","Windows Vista",5
"2013-06-22","Android 4.x Mobile",5
"2017-05-02","iOS 9 (iPad)",5
"2019-10-06","Windows 8",5
"2015-04-27","Windows",5
"2014-07-20","Android 4.x Mobile",5
"2016-05-24","Android 4.x Mobile",5
"2013-11-01","Linux",5
"2015-05-10","Android 4.x Tablet",5
"2017-04-30","iOS 9 (iPad)",5
"2013-10-24","iOS 6 (iPad)",5
"2016-01-08","iOS 8 (iPhone)",5
"2013-10-07","Windows 8.1",5
"2019-01-22","Windows XP",5
"2013-12-15","iOS 7 (iPhone)",5
"2020-12-11","unknown",5
"2017-06-29","iOS 9 (iPad)",5
"2017-04-14","iOS 9 (iPad)",5
"2021-08-23","Windows 8",5
"2021-02-04","Windows",5
"2016-04-10","Android 4.x Mobile",5
"2015-10-13","Android",5
"2014-02-12","Android 4.x Tablet",5
"2019-08-21","Windows XP",5
"2021-11-14","iOS (iPad)",5
"2016-06-24","Android 4.x Mobile",5
"2021-03-01","iOS (iPad)",5
"2013-09-12","Linux",5
"2015-12-06","iOS 8 (iPad)",5
"2013-10-06","iOS 7 (iPhone)",5
"2014-02-03","Android 4.x Tablet",5
"2013-11-10","Linux",5
"2014-02-18","iOS 7 (iPhone)",5
"2013-07-09","iOS 6 (iPhone)",5
"2015-12-06","unknown",5
"2018-03-14","Android 4.x Tablet",5
"2013-08-20","iOS 6 (iPad)",5
"2017-06-21","Android 4.x Mobile",5
"2014-09-30","iOS 7 (iPhone)",5
"2016-01-20","iOS 8 (iPhone)",5
"2020-10-10","Windows 8",5
"2018-10-13","Windows XP",5
"2015-08-10","Android",5
"2014-09-29","Android 4.x Tablet",5
"2016-04-03","unknown",5
"2021-12-17","iOS (iPad)",5
"2017-09-06","iOS 9 (iPad)",5
"2019-12-06","Windows XP",5
"2020-08-21","iOS (iPad)",5
"2021-01-09","iOS (iPad)",5
"2013-10-25","iOS 6 (iPad)",5
"2015-10-13","iOS 8 (iPad)",5
"2021-07-03","iOS (iPad)",5
"2018-06-03","Windows XP",5
"2020-10-25","Windows 8",5
"2015-06-21","Mac OS X (iPhone)",5
"2015-12-03","Android 4.x Mobile",5
"2018-11-25","Windows XP",5
"2013-04-28","iOS 6 (iPad)",5
"2015-12-22","iOS 8 (iPhone)",5
"2021-07-11","Linux",5
"2014-11-20","iOS (iPad)",5
"2015-03-08","Windows",5
"2017-02-06","iOS 9 (iPad)",5
"2021-10-16","Windows 8",4
"2013-11-29","Android 4.x Tablet",4
"2021-05-02","Windows 8",4
"2017-01-18","Android 4.x Mobile",4
"2015-01-12","iOS 7 (iPad)",4
"2021-03-11","Windows",4
"2013-04-30","iOS 6 (iPhone)",4
"2015-08-05","Android",4
"2017-07-15","iOS 9 (iPhone)",4
"2017-08-24","iOS 9 (iPhone)",4
"2016-05-11","iOS 8 (iPad)",4
"2021-01-16","unknown",4
"2016-10-05","iOS (iPad)",4
"2021-02-23","Mac OS",4
"2014-09-11","iOS 7 (iPhone)",4
"2015-08-12","Android",4
"2012-11-29","iOS 5 (iPad)",4
"2017-06-25","iOS 9 (iPad)",4
"2021-10-02","Windows 8",4
"2013-11-07","Android 4.x Tablet",4
"2016-02-21","Linux",4
"2019-06-04","Windows Vista",4
"2013-04-28","iOS 6 (iPhone)",4
"2021-12-04","iOS (iPad)",4
"2016-01-14","Android 4.x Tablet",4
"2021-06-18","iOS (iPad)",4
"2014-10-03","Android 4.x Mobile",4
"2015-05-29","Mac OS X (iPhone)",4
"2016-02-08","Android 4.x Mobile",4
"2018-02-28","iOS 9 (iPhone)",4
"2021-05-15","Windows 8",4
"2021-02-01","Mac OS",4
"2013-10-28","Android 4.x Tablet",4
"2015-04-11","Windows",4
"2014-03-21","Android 4.x Tablet",4
"2013-01-10","Linux",4
"2017-01-29","iOS 9 (iPad)",4
"2014-12-03","Android 4.x Tablet",4
"2021-12-20","iOS (iPad)",4
"2021-04-24","Mac OS",4
"2015-10-01","Android",4
"2015-08-23","iOS 8 (iPhone)",4
"2013-05-20","Android 4.x Mobile",4
"2014-11-26","Windows",4
"2013-01-11","iOS 6 (iPad)",4
"2016-03-21","iOS 8 (iPad)",4
"2014-08-16","iOS 7 (iPhone)",4
"2016-02-02","Android 4.x Mobile",4
"2021-01-24","iOS (iPad)",4
"2015-10-25","iOS 7 (iPad)",4
"2014-01-01","Android 4.x Mobile",4
"2013-01-08","Android 4.x Tablet",4
"2015-04-25","Windows",4
"2016-05-26","Android 4.x Mobile",4
"2017-03-01","iOS 9 (iPhone)",4
"2016-03-07","Android 4.x Mobile",4
"2015-03-21","Android 4.x Mobile",4
"2016-08-01","Android 4.x Mobile",4
"2015-09-27","iOS 8 (iPhone)",4
"2015-10-21","unknown",4
"2015-03-24","Android 4.x Tablet",4
"2013-02-21","iOS 5 (iPad)",4
"2015-12-28","Android 4.x Mobile",4
"2015-01-28","iOS 7 (iPad)",4
"2019-11-28","Windows Vista",4
"2013-09-06","Android 4.x Mobile",4
"2016-09-05","Android 4.x Mobile",4
"2019-07-15","Windows XP",4
"2020-11-19","unknown",4
"2015-04-08","Android 4.x Tablet",4
"2015-01-15","iOS (iPad)",4
"2013-01-21","iOS 6 (iPad)",4
"2013-01-11","Linux",4
"2018-03-16","iOS 9 (iPad)",4
"2020-03-19","iOS (iPad)",4
"2013-01-31","iOS 5 (iPad)",4
"2015-04-18","Android",4
"2020-01-19","Windows XP",4
"2014-12-24","iOS 7 (iPad)",4
"2021-01-25","Windows",4
"2014-08-14","Android 4.x Mobile",4
"2020-02-18","Windows XP",4
"2015-08-13","iOS 8 (iPhone)",4
"2019-10-14","Windows XP",4
"2013-02-09","Linux",4
"2017-06-14","iOS 9 (iPhone)",4
"2019-05-06","Windows Vista",4
"2015-04-19","iOS (iPad)",4
"2015-09-26","iOS 7 (iPad)",4
"2021-05-01","iOS (iPad)",4
"2019-01-01","Windows XP",4
"2020-04-14","Windows XP",4
"2021-01-02","Windows 8",4
"2015-01-07","Mac OS X (iPhone)",4
"2013-11-18","iOS 6 (iPad)",4
"2020-12-03","unknown",4
"2015-12-06","iOS (iPad)",4
"2020-08-17","Windows Vista",4
"2015-10-08","unknown",4
"2021-02-24","Mac OS",4
"2014-08-23","iOS 7 (iPhone)",4
"2016-11-27","iOS (iPad)",4
"2015-03-06","Android 4.x Mobile",4
"2020-03-18","Windows XP",4
"2014-03-19","iOS 6 (iPad)",4
"2013-04-07","iOS 6 (iPad)",4
"2017-02-11","Android 4.x Tablet",4
"2020-03-13","Windows XP",4
"2015-10-04","iOS 8 (iPad)",4
"2020-10-20","unknown",4
"2015-05-30","Mac OS X (iPhone)",4
"2018-08-19","Windows XP",4
"2013-09-19","iOS 6 (iPhone)",4
"2015-09-17","Android 4.x Tablet",4
"2015-11-17","iOS 8 (iPad)",4
"2016-12-16","iOS 9 (iPad)",4
"2013-06-21","Linux",4
"2018-09-11","Windows Vista",4
"2020-11-21","Windows",4
"2020-08-18","unknown",4
"2013-10-05","Android 4.x Tablet",4
"2016-03-13","Linux",4
"2014-12-18","Mac OS X (iPhone)",4
"2013-10-01","Chrome OS",4
"2015-08-04","Android 4.x Mobile",4
"2015-05-31","Android 4.x Mobile",4
"2013-10-03","iOS 7 (iPhone)",4
"2014-05-31","Android 4.x Tablet",4
"2015-08-05","iOS 8 (iPhone)",4
"2014-05-11","iOS 7 (iPhone)",4
"2014-08-14","Android 4.x Tablet",4
"2019-11-10","Android 1.x",4
"2014-06-07","Android 4.x Mobile",4
"2021-09-07","Windows 8",4
"2016-09-25","iOS (iPad)",4
"2013-09-13","Android 4.x Tablet",4
"2013-09-21","Linux",4
"2017-11-01","Android 4.x Tablet",4
"2015-03-31","iOS 7 (iPhone)",4
"2016-03-29","Android 4.x Tablet",4
"2015-11-23","iOS (iPad)",4
"2015-04-04","Windows",4
"2014-03-30","Android 4.x Mobile",4
"2017-09-28","iOS 9 (iPad)",4
"2021-07-16","iOS (iPad)",4
"2013-10-02","iOS (iPad)",4
"2017-03-29","Android 4.x Mobile",4
"2015-11-14","Mac OS X (iPhone)",4
"2015-11-04","Android 4.x Tablet",4
"2015-04-14","Android 4.x Tablet",4
"2020-10-02","unknown",4
"2016-01-21","Android 4.x Mobile",4
"2013-12-13","Android 4.x Mobile",4
"2019-01-19","unknown",4
"2019-05-01","Windows Vista",4
"2013-01-23","Linux",4
