"Date","first_purchase_os_name","totalOS"
"2017-07-01","Windows Vista",13
"2019-10-04","Windows 8",13
"2014-12-29","iOS 7 (iPhone)",13
"2016-06-30","Chrome OS",13
"2017-01-28","iOS (iPad)",13
"2020-11-13","Windows 8",13
"2018-07-17","Windows Vista",13
"2020-02-29","Windows 8",13
"2016-01-06","Android",13
"2017-11-19","Windows XP",13
"2017-12-22","Windows XP",13
"2016-11-05","Linux",13
"2020-03-21","iOS (iPad)",13
"2015-06-21","Android 4.x Tablet",13
"2016-02-25","Android",13
"2018-11-27","Windows Vista",13
"2020-01-03","Android 1.x",13
"2021-06-21","Linux",13
"2021-01-27","unknown",13
"2014-01-31","Linux",13
"2018-09-24","Linux",13
"2018-09-21","Windows 8",13
"2017-05-21","Windows XP",13
"2016-06-09","Linux",13
"2016-02-12","Android 4.x Mobile",13
"2013-12-05","iOS 7 (iPad)",13
"2017-10-16","Linux",13
"2016-12-09","Android",13
"2014-03-07","iOS 7 (iPad)",13
"2016-05-07","Android",13
"2013-06-25","iOS 6 (iPad)",13
"2016-03-30","Android",13
"2018-10-22","Windows XP",13
"2016-01-15","Android",13
"2016-01-07","iOS (iPad)",13
"2020-06-04","iOS (iPad)",13
"2019-04-23","Windows XP",13
"2016-11-20","Chrome OS",13
"2017-11-11","Windows XP",13
"2014-04-16","Linux",13
"2017-05-26","Linux",13
"2018-09-30","Linux",13
"2018-03-04","Windows Vista",13
"2018-07-26","Windows Vista",13
"2019-03-23","Linux",13
"2019-01-16","Windows Vista",13
"2016-01-18","Android",13
"2020-07-28","iOS (iPad)",13
"2017-01-05","Linux",13
"2013-12-11","iOS 7 (iPad)",13
"2013-07-17","Linux",13
"2020-02-03","Windows 8",13
"2020-02-18","iOS (iPad)",13
"2020-02-27","iOS (iPad)",13
"2019-07-20","Windows 8",13
"2018-10-28","Linux",13
"2017-07-15","Chrome OS",13
"2018-10-18","Windows Vista",13
"2014-06-24","Linux",13
"2017-01-14","Windows XP",13
"2017-06-13","Linux",13
"2019-12-01","Linux",13
"2016-10-22","Linux",13
"2016-04-11","Linux",13
"2017-09-01","Windows Vista",13
"2016-10-09","Windows XP",13
"2016-08-01","iOS 9 (iPad)",13
"2020-08-02","Windows 8",13
"2015-08-20","iOS 8 (iPad)",13
"2016-01-30","Chrome OS",13
"2016-04-10","Chrome OS",13
"2019-05-05","Windows 8",13
"2014-07-03","Linux",13
"2017-06-20","iOS 9 (iPhone)",13
"2019-12-05","Windows 8",13
"2016-02-27","iOS (iPad)",13
"2015-12-25","iOS 8 (iPhone)",13
"2021-06-24","iOS (iPad)",13
"2017-10-19","Windows XP",13
"2019-11-03","iOS (iPad)",13
"2020-11-21","Linux",13
"2021-01-14","iOS (iPad)",13
"2016-03-01","Linux",13
"2017-01-21","Android",13
"2016-11-05","Chrome OS",13
"2016-10-16","Windows XP",13
"2017-11-26","Windows 8",13
"2016-01-20","Mac OS X (iPhone)",13
"2014-10-31","Linux",13
"2018-05-17","Windows Vista",13
"2016-02-18","Linux",13
"2015-08-29","iOS 8 (iPad)",13
"2016-09-03","Chrome OS",13
"2021-05-27","iOS (iPad)",13
"2020-07-10","iOS (iPad)",13
"2017-09-19","iOS (iPad)",13
"2014-02-07","iOS 7 (iPad)",13
"2017-05-27","iOS (iPad)",13
"2016-07-25","Chrome OS",13
"2018-06-16","Windows 8",13
"2021-04-23","Linux",13
"2018-06-14","iOS (iPad)",13
"2014-10-26","Android 4.x Mobile",13
"2018-09-25","Windows XP",13
"2018-04-20","Windows Vista",13
"2013-05-27","iOS 6 (iPad)",13
"2014-07-04","iOS 7 (iPad)",13
"2013-04-26","iOS 6 (iPad)",13
"2013-12-30","iOS 7 (iPad)",13
"2017-07-01","Windows XP",13
"2017-03-16","iOS (iPad)",13
"2015-10-10","Linux",13
"2017-01-26","Linux",13
"2017-06-16","Windows Vista",13
"2020-08-16","Linux",13
"2016-06-19","Linux",13
"2018-02-04","Windows XP",13
"2017-05-22","Windows Vista",13
"2016-03-11","Linux",13
"2017-09-16","iOS (iPad)",13
"2016-09-20","iOS 9 (iPhone)",13
"2018-02-16","iOS (iPad)",13
"2016-11-13","Android",13
"2017-01-01","Android",13
"2016-07-08","iOS 9 (iPhone)",13
"2016-05-06","iOS 9 (iPhone)",13
"2017-12-25","Chrome OS",13
"2016-04-29","Linux",13
"2021-10-03","Linux",13
"2017-10-16","iOS (iPad)",13
"2020-12-25","Linux",13
"2017-01-14","Linux",13
"2016-10-19","iOS 9 (iPad)",13
"2020-01-22","Windows 8",13
"2017-12-10","Linux",13
"2020-11-17","iOS (iPad)",13
"2017-03-08","iOS (iPad)",13
"2014-04-01","iOS 7 (iPhone)",13
"2016-11-05","Mac OS X (iPhone)",13
"2021-07-27","iOS (iPad)",13
"2017-03-12","Linux",13
"2018-08-05","Linux",13
"2017-07-15","Windows Vista",13
"2017-08-07","iOS (iPad)",13
"2017-08-23","iOS 9 (iPad)",13
"2016-01-25","Android",13
"2017-08-27","Mac OS X (iPhone)",13
"2014-08-17","iOS 7 (iPad)",13
"2015-02-10","iOS (iPad)",13
"2014-01-30","Linux",13
"2013-04-08","Linux",13
"2013-02-12","iOS 6 (iPad)",13
"2017-12-10","Android",13
"2020-11-30","iOS (iPad)",13
"2018-11-12","Windows XP",13
"2016-11-26","Mac OS X (iPhone)",13
"2018-06-09","Linux",13
"2018-11-24","iOS (iPad)",13
"2017-03-25","Linux",13
"2018-02-11","Windows Vista",13
"2021-04-06","Windows 8",13
"2017-12-31","iOS (iPad)",13
"2014-12-27","Android 4.x Mobile",13
"2013-07-15","Linux",13
"2014-02-26","Android 4.x Mobile",13
"2018-05-22","Windows Vista",13
"2021-09-13","Windows 8",13
"2018-10-17","Windows Vista",13
"2013-06-07","iOS 6 (iPad)",13
"2015-06-19","Windows 10",13
"2015-11-30","iOS 8 (iPhone)",13
"2021-12-05","Linux",13
"2013-04-01","Linux",13
"2016-09-01","iOS 9 (iPad)",13
"2013-07-11","iOS 6 (iPad)",13
"2017-03-15","Linux",13
"2014-09-22","Android 4.x Mobile",13
"2018-08-30","Linux",13
"2015-01-06","Linux",13
"2018-01-15","Windows Vista",13
"2021-01-04","iOS (iPad)",13
"2020-12-22","iOS (iPad)",13
"2016-01-31","Linux",13
"2017-05-04","iOS (iPad)",13
"2020-11-05","Windows 8",13
"2013-10-01","Linux",13
"2021-05-20","Windows 8",13
"2015-06-10","Windows 10",13
"2020-03-17","iOS (iPad)",13
"2016-05-14","Android",13
"2017-08-04","Windows Vista",13
"2019-05-18","iOS (iPad)",13
"2014-04-27","Linux",13
"2018-05-04","Windows XP",13
"2018-04-08","iOS (iPad)",13
"2019-09-08","iOS (iPad)",13
"2015-11-03","Linux",13
"2017-10-02","Linux",13
"2017-09-30","iOS (iPad)",13
"2016-05-28","iOS 9 (iPhone)",13
"2016-01-29","Android",13
"2018-05-21","Linux",13
"2016-01-02","Android",13
"2021-11-06","Linux",13
"2017-01-10","Linux",13
"2018-09-27","Linux",13
"2015-10-27","Android 4.x Mobile",13
"2016-05-13","Linux",13
"2019-09-28","iOS (iPad)",13
"2021-12-31","Linux",13
"2018-05-01","Windows XP",13
"2021-02-10","iOS (iPad)",13
"2018-07-17","Windows XP",13
"2016-05-31","Android",13
"2021-01-07","iOS (iPad)",13
"2016-10-15","Linux",13
"2013-07-30","Linux",13
"2013-02-05","iOS 6 (iPad)",13
"2016-09-30","iOS (iPad)",13
"2016-07-14","iOS 9 (iPhone)",13
"2016-12-31","Windows XP",13
"2017-12-30","iOS (iPad)",13
"2021-01-17","Linux",13
"2019-11-17","iOS (iPad)",13
"2021-09-25","Linux",13
"2016-06-03","iOS 9 (iPad)",13
"2018-01-09","Linux",13
"2015-08-11","iOS 8 (iPad)",13
"2015-12-28","iOS (iPad)",13
"2013-08-01","Linux",13
"2018-06-07","Windows Vista",13
"2015-09-03","Android 4.x Tablet",13
"2017-05-09","Linux",13
"2018-06-04","Linux",13
"2013-09-05","Linux",13
"2014-05-30","Android 4.x Mobile",13
"2017-11-11","Windows Vista",13
"2020-09-04","Windows 8",13
"2017-02-01","iOS (iPad)",13
"2020-01-25","Linux",13
"2018-04-08","Windows Vista",13
"2017-04-09","iOS (iPad)",13
"2012-12-20","iOS 6 (iPhone)",13
"2016-07-13","iOS 9 (iPhone)",13
"2018-05-13","iOS (iPad)",13
"2013-09-05","iOS 6 (iPad)",13
"2016-01-16","iOS (iPad)",13
"2014-01-06","iOS 7 (iPad)",13
"2021-11-10","iOS (iPad)",13
"2018-08-19","Windows 8",13
"2013-09-10","iOS 6 (iPad)",13
"2015-03-31","iOS 7 (iPad)",13
"2016-08-26","Chrome OS",13
"2021-05-22","Linux",13
"2015-10-11","Linux",13
"2017-03-26","Linux",13
"2017-08-17","Windows Vista",13
"2015-07-30","iOS 8 (iPad)",13
"2018-05-18","Windows XP",13
"2013-01-02","Linux",13
"2018-05-26","Linux",13
"2018-09-07","Windows Vista",13
"2019-05-22","Windows XP",13
"2016-01-02","Chrome OS",13
"2014-05-16","iOS 7 (iPad)",13
"2016-05-09","Chrome OS",13
"2016-11-20","Android",13
"2020-07-02","iOS (iPad)",13
"2016-10-29","Mac OS X (iPhone)",13
"2015-12-13","Windows Vista",13
"2020-06-19","iOS (iPad)",13
"2014-07-06","Linux",13
"2019-08-18","Linux",13
"2021-08-11","iOS (iPad)",13
"2021-07-21","iOS (iPad)",13
"2018-02-23","Windows Vista",13
"2021-03-11","iOS (iPad)",13
"2017-06-29","iOS (iPad)",13
"2013-04-23","Linux",13
"2013-12-12","iOS 7 (iPad)",13
"2016-03-30","iOS (iPad)",13
"2021-04-15","iOS (iPad)",13
"2018-06-30","Linux",13
"2017-02-18","Mac OS X (iPhone)",13
"2018-04-06","Windows XP",13
"2016-08-17","iOS 9 (iPad)",13
"2015-08-05","iOS 8 (iPad)",13
"2016-12-20","iOS 9 (iPhone)",13
"2020-01-11","Android 1.x",13
"2016-11-16","Android",13
"2016-06-04","Android",13
"2018-10-21","Linux",13
"2018-03-24","Windows XP",13
"2016-07-22","Linux",13
"2016-09-28","iOS 9 (iPad)",13
"2013-05-23","iOS 6 (iPad)",13
"2017-12-02","Windows Vista",13
"2016-12-14","Linux",13
"2019-08-30","iOS (iPad)",13
"2020-08-16","Windows 8",13
"2016-12-07","iOS (iPad)",13
"2015-01-27","iOS 7 (iPad)",13
"2015-02-11","iOS 7 (iPad)",13
"2020-11-16","Windows 8",13
"2019-12-17","iOS (iPad)",13
"2020-01-31","iOS (iPad)",13
"2019-02-06","Windows Vista",13
"2017-06-24","Windows XP",13
"2017-05-01","iOS (iPad)",13
"2014-04-21","Linux",13
"2021-08-19","iOS (iPad)",13
"2017-09-09","iOS (iPad)",13
"2015-02-21","Linux",13
"2019-03-01","Windows XP",13
"2014-09-28","Linux",13
"2020-03-12","Windows 8",13
"2017-04-01","Linux",13
"2014-06-03","iOS 7 (iPhone)",13
"2016-06-06","iOS 9 (iPhone)",13
"2016-10-09","Windows Vista",13
"2019-04-27","Linux",13
"2018-03-25","Linux",13
"2020-02-19","Windows 8",13
"2017-11-30","Windows Vista",13
"2016-05-02","Android",13
"2017-04-17","iOS 9 (iPhone)",13
"2016-10-23","Linux",13
"2013-08-10","iOS 6 (iPad)",13
"2018-10-13","iOS (iPad)",13
"2020-10-29","Windows 8",13
"2015-03-18","Android 4.x Mobile",13
"2016-07-01","Chrome OS",13
"2020-11-03","Windows 8",13
"2016-05-22","iOS 9 (iPhone)",13
"2020-08-04","iOS (iPad)",13
"2017-05-01","Linux",13
"2016-09-14","Android 4.x Mobile",13
"2016-07-08","iOS 9 (iPad)",13
"2018-03-11","iOS (iPad)",13
"2016-03-07","Chrome OS",13
"2017-09-28","Windows Vista",13
"2017-09-30","Windows Vista",13
"2016-07-08","Chrome OS",13
"2017-02-25","iOS (iPad)",13
"2020-01-18","iOS (iPad)",13
"2021-01-21","iOS (iPad)",13
"2017-10-28","iOS (iPad)",13
"2021-12-12","Linux",13
"2019-08-03","Windows 8",13
"2017-11-06","Windows Vista",13
"2016-02-15","iOS 8 (iPhone)",13
"2016-01-29","Mac OS X (iPhone)",13
"2015-07-01","iOS (iPad)",13
"2013-06-21","iOS 6 (iPad)",13
"2017-05-10","Linux",13
"2021-07-04","Linux",13
"2021-04-08","Windows 8",13
"2020-11-16","iOS (iPad)",13
"2021-05-19","Windows 8",13
"2013-07-16","Linux",13
"2018-09-27","Windows XP",13
"2016-06-07","Chrome OS",13
"2018-01-14","Linux",13
"2017-05-14","Linux",13
"2014-07-09","iOS 7 (iPad)",13
"2016-02-26","Linux",13
"2017-12-30","Windows 8",13
"2019-06-20","Windows XP",13
"2018-03-09","iOS (iPad)",13
"2017-09-15","iOS 9 (iPad)",13
"2015-10-27","iOS 8 (iPhone)",13
"2014-09-30","Android 4.x Mobile",13
"2019-12-06","Windows 8",13
"2016-06-04","iOS 9 (iPad)",13
"2017-08-06","Windows XP",13
"2014-08-22","Linux",13
"2016-12-12","Linux",13
"2021-01-26","iOS (iPad)",13
"2019-04-18","Windows 8",13
"2019-05-16","Linux",13
"2017-06-11","Linux",13
"2016-10-15","Android",13
"2019-06-06","Windows XP",13
"2014-01-09","Linux",13
"2012-11-22","iOS 6 (iPad)",13
"2021-04-06","iOS (iPad)",13
"2016-10-07","Linux",13
"2017-08-27","Windows 8",13
"2021-03-18","iOS (iPad)",13
"2016-10-25","Linux",13
"2020-08-10","iOS (iPad)",13
"2015-09-30","iOS 8 (iPhone)",13
"2016-07-10","Android",13
"2015-02-12","Android 4.x Mobile",13
"2020-12-04","Windows 8",13
"2013-05-11","Linux",13
"2017-12-08","Linux",13
"2017-06-28","Windows Vista",13
"2018-11-08","Windows 8",13
"2016-01-22","Mac OS X (iPhone)",13
"2014-03-27","iOS 7 (iPhone)",13
"2021-06-01","Windows 8",13
"2020-06-01","iOS (iPad)",13
"2016-09-09","Linux",13
"2018-03-30","Linux",13
"2016-12-25","Windows XP",13
"2019-05-11","Windows 8",13
"2016-01-01","Chrome OS",13
"2020-01-17","iOS (iPad)",13
"2021-12-26","Android",13
"2019-10-19","Linux",13
"2018-01-01","Linux",13
"2016-02-19","Android",13
"2019-07-07","Windows 8",13
"2013-11-15","Linux",13
"2017-02-17","iOS (iPad)",13
"2019-11-09","Windows 8",13
"2020-12-30","iOS (iPad)",13
"2013-05-02","Linux",13
"2015-12-12","Linux",13
"2018-07-22","Linux",13
"2016-08-25","Android",13
"2015-07-29","iOS 8 (iPad)",13
"2016-12-11","Android",13
"2018-10-14","iOS (iPad)",13
"2019-07-13","Windows 8",13
"2017-08-06","Windows Vista",13
"2017-07-18","Windows Vista",13
"2014-03-28","Linux",13
"2014-07-01","iOS 7 (iPhone)",13
"2021-09-02","Windows 8",13
"2015-05-22","iOS (iPad)",13
"2019-01-03","Windows 8",13
"2015-03-18","Linux",13
"2016-02-01","Chrome OS",13
"2021-10-28","iOS (iPad)",13
"2017-03-11","iOS (iPad)",13
"2020-09-18","Windows 8",13
"2019-07-28","Windows 8",13
"2018-09-01","Linux",13
"2016-03-11","iOS (iPad)",13
"2020-08-28","Linux",13
"2017-06-27","Linux",13
"2017-04-08","Chrome OS",13
"2020-10-15","Windows 8",13
"2016-02-02","Android",13
"2016-11-16","iOS (iPad)",13
"2018-07-14","Windows 8",13
"2014-01-03","iOS 7 (iPad)",13
"2017-04-30","Android",13
"2020-01-21","iOS (iPad)",13
"2018-10-01","Windows XP",13
"2017-01-27","Linux",13
"2016-08-27","iOS 9 (iPad)",13
"2016-04-22","Android",13
"2019-01-13","Linux",13
"2020-05-01","Windows 8",13
"2018-10-15","Linux",13
"2016-10-09","Mac OS X (iPhone)",13
"2019-04-19","iOS (iPad)",13
"2020-02-24","Windows 8",13
"2014-08-11","iOS 7 (iPhone)",13
"2017-08-16","Windows Vista",13
"2017-07-20","iOS (iPad)",13
"2015-08-17","iOS 8 (iPad)",13
"2014-03-01","Linux",13
"2016-11-30","Linux",13
"2020-02-17","Windows 8",13
"2016-08-07","Android",13
"2016-05-03","Mac OS X (iPhone)",13
"2014-06-01","Linux",13
"2020-09-03","Windows 8",13
"2016-02-28","Android",13
"2017-10-15","iOS (iPad)",13
"2021-02-11","Windows 8",13
"2017-03-19","Android",13
"2013-10-28","iOS 7 (iPhone)",13
"2021-05-18","iOS (iPad)",13
"2019-01-05","iOS (iPad)",13
"2016-08-13","Chrome OS",13
"2018-01-16","Windows Vista",13
"2013-01-01","iOS 6 (iPad)",12
"2014-07-26","iOS 7 (iPhone)",12
"2016-10-26","Linux",12
"2018-09-14","Windows Vista",12
"2016-01-13","Linux",12
"2017-10-12","Windows Vista",12
"2021-04-28","Windows 8",12
"2016-03-17","Android",12
"2013-04-29","Linux",12
"2021-08-03","iOS (iPad)",12
"2014-12-26","iOS 7 (iPad)",12
"2013-10-19","Windows 8.1",12
"2019-09-06","Windows 8",12
"2014-11-29","Linux",12
"2017-10-14","Linux",12
"2021-12-11","Linux",12
"2017-10-05","Windows Vista",12
"2014-03-16","iOS 7 (iPad)",12
"2016-01-20","Android",12
"2015-05-25","iOS (iPad)",12
"2016-09-17","Linux",12
"2016-01-14","iOS (iPad)",12
"2020-09-06","iOS (iPad)",12
"2016-12-17","Windows XP",12
"2017-01-28","Linux",12
"2018-10-20","Linux",12
"2021-07-02","iOS (iPad)",12
"2016-01-25","iOS (iPad)",12
"2016-10-24","Linux",12
"2016-09-22","iOS 9 (iPad)",12
"2014-01-10","Linux",12
"2014-06-05","iOS 7 (iPhone)",12
"2016-09-17","Android",12
"2017-05-28","Linux",12
"2016-11-10","Mac OS X (iPhone)",12
"2018-02-11","Windows XP",12
"2013-12-03","iOS 7 (iPhone)",12
"2015-07-30","iOS 8 (iPhone)",12
"2016-08-20","Linux",12
"2021-06-29","iOS (iPad)",12
"2016-02-19","Mac OS X (iPhone)",12
"2019-01-21","Windows XP",12
"2018-06-24","iOS (iPad)",12
"2018-02-25","iOS (iPad)",12
"2019-11-09","iOS (iPad)",12
"2019-04-13","Windows 8",12
"2015-02-13","Android 4.x Tablet",12
"2016-01-24","Mac OS X (iPhone)",12
"2015-09-03","iOS 7 (iPhone)",12
"2018-01-15","Linux",12
"2014-12-25","iOS 7 (iPad)",12
"2021-10-23","Linux",12
"2016-08-27","iOS 9 (iPhone)",12
"2021-03-08","Windows 8",12
"2015-12-22","iOS (iPad)",12
"2016-01-13","Mac OS X (iPhone)",12
"2018-02-24","Windows Vista",12
"2021-03-02","iOS (iPad)",12
"2015-05-20","Windows",12
"2020-07-10","Windows 8",12
"2016-05-13","Android",12
"2014-04-11","iOS 7 (iPhone)",12
"2014-02-14","Android 4.x Mobile",12
"2016-12-29","Linux",12
"2014-10-05","Linux",12
"2018-10-06","Linux",12
"2014-07-08","Linux",12
"2016-02-12","Android 4.x Tablet",12
"2016-11-18","iOS (iPad)",12
"2013-08-16","iOS 6 (iPad)",12
"2018-12-20","Linux",12
"2021-08-03","Windows 8",12
"2017-06-06","iOS (iPad)",12
"2014-05-22","Android 4.x Mobile",12
"2014-05-30","Linux",12
"2017-09-21","Windows Vista",12
"2018-02-09","Windows Vista",12
"2014-09-12","Linux",12
"2018-01-05","Windows XP",12
"2017-05-14","Windows 8",12
"2016-06-13","iOS 9 (iPad)",12
"2018-07-16","Linux",12
"2015-04-13","Linux",12
"2014-07-28","iOS 7 (iPhone)",12
"2017-10-08","iOS (iPad)",12
"2013-08-28","iOS 6 (iPhone)",12
"2014-04-10","iOS 7 (iPad)",12
"2020-07-19","Windows 8",12
"2014-08-23","iOS 7 (iPad)",12
"2016-04-15","Chrome OS",12
"2017-05-17","Android",12
"2016-02-05","iOS (iPad)",12
"2015-10-17","Linux",12
"2021-12-09","Windows 8",12
"2014-09-20","Linux",12
"2013-08-23","iOS 6 (iPad)",12
"2017-11-10","Linux",12
"2017-05-19","Mac OS X (iPhone)",12
"2021-01-02","Linux",12
"2014-03-16","Linux",12
"2017-05-07","iOS (iPad)",12
"2018-08-16","Windows Vista",12
"2014-12-05","Linux",12
"2017-01-15","Android",12
"2016-05-15","Chrome OS",12
"2018-11-18","Windows 8",12
"2012-11-01","iOS 5 (iPad)",12
"2018-01-10","Windows Vista",12
"2017-04-19","iOS 9 (iPhone)",12
"2019-12-29","Android 1.x",12
"2016-02-08","Chrome OS",12
"2017-05-26","iOS (iPad)",12
"2014-04-27","Android 4.x Mobile",12
"2018-10-21","iOS (iPad)",12
"2018-08-04","iOS (iPad)",12
"2014-08-06","iOS 7 (iPhone)",12
"2017-08-29","iOS (iPad)",12
"2015-12-04","iOS (iPad)",12
"2014-03-08","Linux",12
"2018-12-22","Windows 8",12
"2016-06-10","iOS 9 (iPhone)",12
"2016-03-26","Mac OS X (iPhone)",12
"2013-11-14","Linux",12
"2014-01-26","Linux",12
"2015-09-05","Linux",12
"2015-01-28","Android 4.x Mobile",12
"2019-08-30","Windows 8",12
"2020-09-30","Windows 8",12
"2017-01-19","iOS (iPad)",12
"2017-07-09","Windows 8",12
"2016-11-26","Linux",12
"2020-07-31","iOS (iPad)",12
"2018-10-18","Windows XP",12
"2015-06-10","iOS (iPad)",12
"2016-02-25","Mac OS X (iPhone)",12
"2016-01-27","Android",12
"2016-02-28","Chrome OS",12
"2018-04-22","Linux",12
"2018-05-14","Windows XP",12
"2013-02-27","Linux",12
"2014-05-09","Linux",12
"2018-12-08","iOS (iPad)",12
"2020-02-27","Windows 8",12
"2020-02-14","iOS (iPad)",12
"2016-05-05","iOS 9 (iPhone)",12
"2021-07-20","iOS (iPad)",12
"2017-11-02","iOS 9 (iPad)",12
"2013-03-04","iOS 6 (iPad)",12
"2021-10-27","Windows 8",12
"2019-12-06","Linux",12
"2020-12-07","Linux",12
"2016-06-05","Linux",12
"2016-07-24","iOS 9 (iPad)",12
"2016-04-20","iOS (iPad)",12
"2018-06-30","Windows 8",12
"2018-07-20","Windows XP",12
"2015-11-30","Android 4.x Mobile",12
"2021-01-20","iOS (iPad)",12
"2015-07-21","iOS 8 (iPad)",12
"2015-07-04","Linux",12
"2019-11-22","Windows 8",12
"2017-02-16","iOS 9 (iPhone)",12
"2021-09-14","Windows 8",12
"2016-06-12","Windows XP",12
"2018-07-16","Windows Vista",12
"2017-01-14","iOS (iPad)",12
"2018-02-07","Linux",12
"2016-05-01","Mac OS X (iPhone)",12
"2020-06-22","iOS (iPad)",12
"2021-03-15","Windows 8",12
"2014-04-13","iOS 7 (iPad)",12
"2014-08-21","iOS 7 (iPad)",12
"2016-12-02","Android",12
"2018-08-19","Linux",12
"2017-08-19","iOS (iPad)",12
"2021-10-31","Linux",12
"2014-07-19","Linux",12
"2017-05-20","iOS (iPad)",12
"2017-10-13","iOS (iPad)",12
"2014-06-28","iOS 7 (iPhone)",12
"2014-09-25","iOS 7 (iPad)",12
"2017-05-14","Windows Vista",12
"2016-12-24","Chrome OS",12
"2016-04-24","iOS (iPad)",12
"2013-08-13","Linux",12
"2014-03-21","iOS 7 (iPad)",12
"2017-08-12","Linux",12
"2015-09-30","iOS (iPad)",12
"2014-11-16","Linux",12
"2021-06-01","iOS (iPad)",12
"2020-04-25","Windows 8",12
"2016-10-11","Mac OS X (iPhone)",12
"2020-12-13","Linux",12
"2019-09-28","Linux",12
"2014-07-06","iOS 7 (iPhone)",12
"2018-03-20","Windows Vista",12
"2016-03-06","Android",12
"2014-10-25","iOS 7 (iPad)",12
"2021-12-14","unknown",12
"2017-04-02","iOS (iPad)",12
"2015-08-27","iOS 8 (iPhone)",12
"2018-02-16","Windows Vista",12
"2015-06-07","Android 4.x Mobile",12
"2017-01-20","iOS (iPad)",12
"2016-02-08","Linux",12
"2020-09-13","Linux",12
"2017-07-22","iOS (iPad)",12
"2018-08-26","Windows 8",12
"2014-06-16","iOS 7 (iPad)",12
"2020-07-05","Windows 8",12
"2014-07-20","iOS 7 (iPad)",12
"2015-11-04","Android",12
"2014-08-09","iOS 7 (iPad)",12
"2015-02-28","Android 4.x Mobile",12
"2019-01-10","Windows XP",12
"2016-12-17","Android",12
"2013-07-29","Linux",12
"2016-01-06","iOS (iPad)",12
"2017-03-11","Linux",12
"2020-12-29","iOS (iPad)",12
"2020-09-10","iOS (iPad)",12
"2017-10-17","Linux",12
"2018-09-25","Windows Vista",12
"2018-08-15","Windows XP",12
"2016-03-29","Mac OS X (iPhone)",12
"2017-02-03","Linux",12
"2017-12-31","Windows XP",12
"2015-04-17","iOS (iPad)",12
"2018-12-21","iOS (iPad)",12
"2012-11-23","Linux",12
"2012-12-27","iOS 6 (iPad)",12
"2013-07-03","iOS 6 (iPad)",12
"2017-08-02","Linux",12
"2016-04-18","iOS (iPad)",12
"2018-12-30","Windows XP",12
"2017-11-10","Windows Vista",12
"2017-12-11","Linux",12
"2015-05-23","Linux",12
"2019-05-29","Windows XP",12
"2017-08-03","Windows Vista",12
"2013-03-01","iOS 6 (iPad)",12
"2016-01-04","Linux",12
"2016-11-02","Android 4.x Mobile",12
"2021-09-15","Windows 8",12
"2016-10-17","iOS (iPad)",12
"2019-05-24","Windows XP",12
"2016-05-25","unknown",12
"2017-10-17","Windows Vista",12
"2014-04-23","iOS 7 (iPhone)",12
"2015-06-19","iOS (iPad)",12
"2019-10-13","iOS (iPad)",12
"2016-02-03","Linux",12
"2018-05-25","Windows XP",12
"2016-01-15","Chrome OS",12
"2020-07-13","iOS (iPad)",12
"2020-03-18","Windows 8",12
"2016-02-23","iOS (iPad)",12
"2017-07-28","Linux",12
"2019-11-24","Windows 8",12
"2019-12-12","Windows 8",12
"2021-07-21","Windows 8",12
"2021-11-18","iOS (iPad)",12
"2013-10-14","iOS 7 (iPad)",12
"2013-09-09","iOS 6 (iPad)",12
"2016-02-04","Chrome OS",12
"2013-11-29","iOS 7 (iPad)",12
"2017-09-22","Windows Vista",12
"2018-10-09","Windows Vista",12
"2018-05-13","Windows Vista",12
"2018-06-23","Linux",12
"2019-11-21","iOS (iPad)",12
"2015-07-03","iOS (iPad)",12
"2021-06-05","Linux",12
"2017-10-19","Windows Vista",12
"2016-10-28","Linux",12
"2013-08-26","Linux",12
"2017-02-03","iOS (iPad)",12
"2014-06-22","Linux",12
"2018-11-10","Linux",12
"2019-12-16","iOS (iPad)",12
"2017-12-02","Windows 8",12
"2013-12-25","iOS 7 (iPad)",12
"2015-08-23","iOS 8 (iPad)",12
"2014-04-18","iOS 7 (iPad)",12
"2018-12-16","Windows 8",12
"2019-09-01","Windows 8",12
"2019-01-26","Windows 8",12
"2020-09-28","iOS (iPad)",12
"2017-10-19","Linux",12
"2017-08-01","Windows Vista",12
"2014-08-22","iOS 7 (iPad)",12
"2021-03-30","Windows 8",12
"2015-07-13","iOS (iPad)",12
"2013-01-28","iOS 6 (iPad)",12
"2021-06-13","Linux",12
"2016-01-14","Mac OS X (iPhone)",12
"2021-10-31","Windows 8",12
"2014-12-30","iOS 7 (iPhone)",12
"2013-11-12","iOS 7 (iPad)",12
"2018-07-15","Windows 8",12
"2016-09-11","iOS 9 (iPad)",12
"2017-02-04","Linux",12
"2013-03-28","Linux",12
"2014-09-09","iOS 7 (iPhone)",12
"2020-07-18","Windows 8",12
"2016-12-06","iOS 9 (iPad)",12
"2019-05-08","Windows Vista",12
"2018-07-13","Windows XP",12
"2016-07-09","Chrome OS",12
"2016-12-26","Chrome OS",12
"2020-06-30","iOS (iPad)",12
"2018-08-08","Windows Vista",12
"2014-08-28","Linux",12
"2019-04-10","Windows Vista",12
"2016-03-08","Mac OS X (iPhone)",12
"2017-11-09","Linux",12
"2019-12-21","Linux",12
"2013-06-12","iOS 6 (iPad)",12
"2016-04-08","iOS 8 (iPhone)",12
"2016-09-18","Chrome OS",12
"2016-06-25","iOS 9 (iPhone)",12
"2021-09-28","iOS (iPad)",12
"2019-10-20","Linux",12
